month,payment_cards_total_thousand,payment_cards_contactless_thousand,debit_social_cards_thousand,debit_salary_cards_thousand,debit_other_cards_thousand,credit_cards_thousand,card_txn_count_thousand,card_txn_amount_mn_azn,cash_withdrawal_atm_count_thousand,cash_withdrawal_atm_amount_mn_azn,cash_withdrawal_pos_count_thousand,cash_withdrawal_pos_amount_mn_azn,non_cash_atm_count_thousand,non_cash_atm_amount_mn_azn,non_cash_pos_count_thousand,non_cash_pos_amount_mn_azn,contactless_pos_count_thousand,contactless_pos_amount_mn_azn,ecommerce_count_thousand,ecommerce_amount_mn_azn,self_service_terminal_count_thousand,self_service_terminal_amount_mn_azn,source_file,bulletin_period,country_name,country_iso,source_name,load_timestamp
2010-01-01,4016.0,,2396.0,1183.0,321.0,116.0,2268.0,293.0,2038.0,243.0,19.0,16.0,52.0,3.0,34.0,6.0,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2010-02-01,4049.0,,2403.0,1195.0,333.0,118.0,4008.0,494.0,3743.0,443.0,46.0,18.0,66.0,4.0,32.0,6.0,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2010-03-01,4058.0,,2405.0,1191.0,348.0,114.0,4967.0,613.0,4638.0,549.0,52.0,23.0,80.0,5.0,41.0,6.0,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2010-04-01,4105.0,,2426.0,1205.0,351.0,123.0,3426.0,434.0,3154.0,381.0,32.0,21.0,74.0,5.0,43.0,5.0,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2010-05-01,4120.0,,2428.0,1202.0,363.0,127.0,3972.0,498.0,3661.0,440.0,37.0,21.0,85.0,5.0,57.0,5.0,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2010-06-01,4148.0,,2437.0,1215.0,367.0,129.0,3499.0,454.0,3213.0,400.0,28.0,18.0,83.0,5.0,45.0,6.0,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2010-07-01,4155.0,,2431.0,1220.0,374.0,130.0,4343.0,573.0,4032.0,512.0,40.0,21.0,83.0,6.0,45.0,6.0,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2010-08-01,4051.0,,2292.0,1215.0,413.0,131.0,3509.0,456.0,3190.0,387.0,31.0,24.0,77.0,6.0,46.0,5.0,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2010-09-01,4059.0,,2263.0,1234.0,426.0,136.0,3804.0,491.0,3478.0,423.0,41.0,25.0,75.0,6.0,45.0,6.0,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2010-10-01,4103.0,,2319.0,1231.0,419.0,134.0,3910.0,509.0,3579.0,445.0,37.0,20.0,80.0,7.0,49.0,6.0,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2010-11-01,4209.0,,2417.0,1254.0,403.0,135.0,3557.0,486.0,3220.0,419.0,29.0,22.0,82.0,8.0,53.0,7.0,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2010-12-01,4231.0,,2427.0,1260.0,410.0,134.0,5239.0,755.0,4822.0,641.0,52.0,26.0,102.0,11.0,73.0,14.0,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2011-01-01,4252.73,,2430.352,1260.866,426.477,135.035,3410.537,447.968983,3037.817,380.450246,27.811,18.396102,82.926,7.818232,73.075,6.6365,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2011-02-01,4284.649,,2442.249,1272.016,433.364,137.02,4057.027,543.088801,3713.173,479.571839,27.247,21.510094,90.842,7.223917,68.899,6.442196,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2011-03-01,4342.184,,2475.659,1289.051,436.556,140.918,4973.241,670.894754,4515.954,586.629782,33.48,27.089736,106.033,8.528251,97.368,7.216,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2011-04-01,4352.721,,2476.624,1293.992,449.135,132.97,3654.483,505.514621,3248.617,433.27697600000005,23.478,23.787675,81.484,9.282157999999999,118.991,8.016893,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2011-05-01,4384.548,,2479.862,1305.96,459.856,138.87,4389.15,582.368,3907.434,506.948,23.559,22.327725,101.868,8.864,144.268,8.712792,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2011-06-01,4393.012,,2467.415,1324.589,458.405,142.603,3829.956,551.667153,3391.865,468.524842,25.024,22.544018,92.793,11.613941,124.898,8.863815,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2011-07-01,4428.981,,2488.224,1319.861,473.149,147.746,4323.075,645.254847,3884.235,566.733555,23.565,23.219964,88.543,10.595152,121.026,7.955881,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2011-08-01,4448.019,,2488.627,1318.121,487.238,154.033,4764.042,691.819652,4304.714,601.896909,30.565,25.642455,90.87,11.329614,120.236,8.308662,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2011-09-01,4459.0,,2481.666,1315.912,505.544,156.358,4350.401,626.457977,3841.122,532.280277,25.415,25.027923,97.18,11.196202,146.667,11.428144,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2011-10-01,4471.0,,2449.0,1305.0,553.0,164.0,4063.0,585.0,3547.0,503.0,24.0,21.0,97.0,13.0,147.0,11.0,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2011-11-01,4534.927,,2534.443,1313.128,521.11,166.246,4071.16,608.638211,3539.977,527.422438,27.838,21.732615,93.819,12.075663,162.209,10.444584,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2011-12-01,4580.243999999999,,2522.408,1330.162,546.935,180.739,5067.826,771.077252,4477.673,676.490164,35.429,28.780166,94.376,13.277846,185.334,12.832815,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2012-01-01,4621.496,,2534.024,1345.943,557.106,184.423,3541.488,531.188045,2960.948,437.67669,24.54,19.885237,65.473,11.105436,205.498,11.618317,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2012-02-01,4626.628,,2515.572,1351.257,567.112,192.687,4597.653,693.72887,4021.222,604.018456,29.651,24.714975,53.344,11.712741,244.224,10.773033,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2012-03-01,4659.994,,2518.846,1356.348,582.377,202.441,5273.564,784.077901,4565.188,680.831506,28.931,27.501636,58.459,13.028211,298.546,13.789465,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2012-04-01,4749.849,,2584.836,1360.0,590.156,214.76,4240.826,647.431536,3549.798,544.698087,29.515,31.253577,55.625,13.30493,320.981,12.775935,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2012-05-01,4807.471,,2575.223,1385.432,616.531,230.285,5051.124,740.241154,4223.945,640.447424,27.923,27.007358,56.309,14.487467,438.411,14.873062,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2012-06-01,4825.651,,2537.979,1352.012,688.397,247.263,4405.119,676.276337,3740.862,579.857709,24.995,24.486464,51.517,13.699736,314.934,15.048664,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2012-07-01,4807.887,,2537.406,1361.731,629.895,278.855,5018.56,811.19196,4291.222,697.975753,27.584,38.248265,53.045,16.009341,343.594,12.950625,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2012-08-01,4842.277,,2627.544,1360.111,564.845,289.777,4461.357,718.604219,3694.684,580.0271,27.373,43.265681,51.197,15.094471,362.704,14.35015,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2012-09-01,4920.203,,2541.265,1336.89,724.388,317.66,4689.97,734.436955,3968.474,603.552648,32.234,45.427462,50.373,15.3953563,349.473,14.623038,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2012-10-01,4964.791,,2536.231,1330.194,752.23,346.136,5139.315,794.731586,4258.155,657.148271,30.639,45.571235,57.245,18.210354,436.017,17.794743,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2012-11-01,5071.379,,2550.917,1353.416,790.371,376.675,4996.879,768.877069,4103.74,639.666845,29.411,41.556666,60.856,18.336504,452.629,17.189774,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2012-12-01,5008.107,,2560.153,1360.665,679.346,407.943,5753.3,925.972595,4739.81,791.383331,35.851,52.552151,66.319,12.181437,556.524,21.281472,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2013-01-01,5025.772,,2557.0,1348.0,693.5,427.272,4264.513,622.714918,3251.715,494.867809,18.436,37.220862,52.5,13.716703,575.429,21.620916,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2013-02-01,5205.166,,2563.174,1358.917,801.191,481.884,5335.734,819.627666,4322.575,687.738106,40.559,46.927861,60.774,16.678438,579.936,21.887217,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2013-03-01,5174.867,,2556.443,1346.896,746.837,524.691,5541.482,864.837403,4493.711,712.928044,39.546,44.671735,51.743,13.042884,570.638,24.586275,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2013-04-01,5270.224,,2556.912,1381.001,680.878,651.433,5230.618,796.302,4020.509,638.57005,25.602,46.122797,49.973,13.458605,736.057,27.672536,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2013-05-01,5240.834,,2555.577,1380.401,711.425,593.431,5689.86,848.117875,4332.526,691.014018,24.344,47.025017,52.763,17.706526,876.215,36.211144,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2013-06-01,5300.763,,2554.118,1383.637,727.308,635.7,5094.01,772.752811,3895.253,634.924166,23.502,44.20927,46.975,14.375405,781.817,33.002355,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2013-07-01,5374.902,,2545.974,1389.341,753.821,685.756,5981.745,920.416329,4396.316,755.117243,24.469,54.326724,54.607,16.160079,1066.283,32.16607,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2013-08-01,5331.036,,2428.719,1388.473,793.977,719.867,5745.919,844.879869,4232.876,682.031259,22.024,48.519308,46.759,14.897868,1003.278,30.222178,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2013-09-01,5346.774,,2367.836,1410.745,799.883,768.31,5617.565,832.99279,4135.353,673.579202,21.292,47.34064,46.615,18.371998,1004.782,33.289437,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2013-10-01,5362.835,,2403.537,1421.64,738.901,798.707,6101.152,901.208278,4418.925,733.784454,24.604,50.368462,50.399,19.121523,1142.858,37.986565,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2013-11-01,5515.003,,2472.673,1430.798,748.743,862.789,6011.564,923.412283,4323.679,729.646718,22.957,56.267467,49.641,19.85414,1142.257,36.689835,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2013-12-01,5672.617,,2504.965,1437.041,788.155,942.456,7195.933,1149.415,5184.599,936.986,30.786,70.716,65.399,18.360609,1400.0,47.439,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2014-01-01,5752.339,,2533.762,1431.994,819.292,967.291,5533.845,777.789545,3695.956,610.031517,22.62,42.971169,48.238,16.713817,1216.314,38.103058,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2014-02-01,5808.028,,2550.898,1417.371,832.733,1007.026,6206.258,941.403612,4373.937,764.046075,27.242,54.947604,50.644,17.764603,773.81,27.783197,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2014-03-01,5853.497,,2553.449,1405.719,861.966,1032.363,6800.679,1018.96,4790.24,832.61,26.219,56.023285,44.244,19.522029,828.348,33.023595,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2014-04-01,5908.147,,2566.92,1412.123,860.793,1068.311,6349.522,938.317366,4407.128,758.799929,27.887,62.992308,56.845,20.392423,779.108,28.23607,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2014-05-01,5967.418,,2560.392,1400.609,889.128,1117.289,6634.112,988.182456,4657.493,806.771678,26.237,59.758897,48.899,20.608658,820.108,30.941,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2014-06-01,6003.477,,2556.245,1400.754,902.253,1144.225,6406.655,970.258218,4431.754,791.626187,26.25,60.415,49.667,22.30834,816.665,30.41053,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2014-07-01,5827.106,,2558.591,1398.343,712.619,1157.553,6893.559,1090.081764,4678.588,879.251163,24.997,67.82471,51.657,22.274963,919.938,37.223068,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2014-08-01,5866.16,,2544.295,1401.179,739.896,1180.79,6351.021,949.64862,4264.524,750.144434,23.232,58.360144,49.838,23.671796,820.747,28.4,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2014-09-01,5990.847,,2557.938,1412.531,766.628,1253.75,6667.987,983.956743,4600.44,783.490297,23.631,60.741445,51.424,23.72998,802.797,32.122778,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2014-10-01,5864.062,,2478.517,1409.196,750.669,1225.68,6708.83,989.344611,4602.0,797.064317,23.275,60.100196,45.237,17.626608,797.827,32.818996,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2014-11-01,5948.363,,2483.117,1429.067,771.336,1264.843,6645.29,977.292177,4467.995,786.073999,25.094,59.149683,44.024,19.20298,836.148,35.140305,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2014-12-01,5965.207,,2426.3,1443.677,793.532,1301.698,8030.375,1245.234253,5482.897,1006.294298,32.875,83.743406,50.722,25.933302,987.55,41.373483,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2015-01-01,6017.708,,2440.606,1437.843,817.502,1321.757,6417.743,899.365828,4041.748,696.410099,25.907,57.691528,44.397,24.051625,858.274,32.528063,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2015-02-01,6032.315,,2447.097,1441.21,834.342,1318.507,6838.222,1077.418339,4592.279,848.786214,31.491,93.452937,47.732,26.222274,831.198,30.648026,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2015-03-01,6037.646,,2460.817,1441.748,853.701,1281.38,7636.832,1136.897874,5123.07,894.356844,29.031,82.6394,47.948,24.205006,908.443,34.388142,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2015-04-01,6048.616,,2471.239,1443.734,869.914,1263.729,7074.655,1052.745914,4689.329,831.179279,31.338,82.119279,47.079,26.654919,830.836,29.812194,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2015-05-01,6073.729,,2482.053,1450.202,873.607,1267.867,7067.693,982.520835,4672.437,792.801124,26.442,54.423495,48.56,25.659989,898.073,30.734184,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2015-06-01,6088.39,,2484.468,1452.256,907.403,1244.263,6951.965,985.266167,4548.258,785.293033,24.772,56.171588,49.047,23.791639,857.993,33.81449,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2015-07-01,5855.899,,2486.26,1474.749,703.922,1190.968,7358.766,1123.567453,4777.217,887.262997,28.36,70.181287,51.164,26.048669,897.611,34.942128,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2015-08-01,5759.429,,2455.903,1465.158,677.808,1160.56,6785.078,996.883863552,4283.61,756.00812005,28.756,65.42292158,51.065,26.512036,853.899,31.915308,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2015-09-01,5647.307,,2386.44,1470.549,656.839,1133.479,7002.493,962.385896,4598.833,748.074928,27.83,56.65507,52.71,29.062552,834.457,33.769743,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2015-10-01,5685.115,,2425.242,1483.484,663.306,1113.083,7401.588,1028.980057,5076.98,813.30049,26.894,60.823455,89.126,31.896751,666.77,32.990642,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2015-11-01,5678.583,,2447.791,1473.122,669.111,1088.559,6872.383,976.09532718,4567.339,776.818009,25.216,48.122407,69.984,30.014155,613.073,30.859254,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2015-12-01,5659.459,,2451.259,1466.752,731.754,1009.736,7810.943,1249.82928,5335.598,906.051605,35.709,88.7450703,77.455,42.960176,698.18,38.001322,,,,,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2016-01-01,5403.699,40.841,2444.226,1460.122,690.156,809.195,5962.6,878.79689751,3822.404,630.55555376,36.69,80.13697945,47.503,32.5468069,650.6,36.62345509,0.526,0.00979,986.56,24.5750571,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2016-02-01,5398.628,45.983,2422.77,1498.124,686.074,791.66,6519.815,982.54100122,4432.965,786.07709034,37.244,60.4752297,53.708,20.4803604,528.511,27.067653,1.265,0.011972,1022.384,22.3777382,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2016-03-01,5445.583,48.615,2439.285,1532.888,693.498,779.912,7338.875,1098.94439596,4943.845,873.79492988,43.391,64.77910126,55.419,21.06104348,607.398,36.96439667,1.336,0.01560933,1129.924,24.69958744,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2016-04-01,5453.435,53.431,2473.995,1492.698,731.931,754.811,6580.262,973.0367643,4400.808,776.1325687,38.298,55.2478718,72.385,23.2667989,755.393,34.0758636,1.299,0.029965,882.706,21.9358325,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2016-05-01,5434.363,60.799,2477.819,1541.204,673.73,741.61,7063.384,1052.3024849991,4715.857,837.41501876,35.776,53.2976571237,83.182,23.1639670281,816.274,38.7126199942,1.313,0.026942900000000002,909.267,21.7760391137,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
2016-06-01,5479.698,65.923,2493.372,1541.521,663.129,781.676,7002.868,1048.5094405519,4573.463,817.26723701,34.706,62.187665562,86.149,23.1917078449,667.507,41.1936601167,1.431,0.0704852,1161.138,29.4462310824,,,statistical_bulletin_2026_01.xlsx,2026-01-01,Azerbaijan,AZE,CBAR statistical bulletin table 4.5,2026-03-23 03:14:45.145178+00:00
