period_date,period_type,source_file,bulletin_period,deposit_avg_rate_azn_pct,deposit_legal_rate_azn_pct,deposit_individual_rate_azn_pct,loan_avg_rate_azn_pct,loan_legal_rate_azn_pct,loan_individual_rate_azn_pct,deposit_avg_rate_fx_pct,deposit_legal_rate_fx_pct,deposit_individual_rate_fx_pct,loan_avg_rate_fx_pct,loan_legal_rate_fx_pct,loan_individual_rate_fx_pct,country_name,country_iso
2022-09-01,monthly,statistical_bulletin_2026_01.xlsx,2026-01-01,8.53878499121531,5.05465920912523,9.18814130081539,14.3701699474127,10.1730635909152,16.2863175460645,1.31193038898598,0.820285887320053,1.67534549960481,4.77074258003464,4.70338213712592,5.28566031899761,Azerbaijan,AZE
2022-10-01,monthly,statistical_bulletin_2026_01.xlsx,2026-01-01,8.57283381915785,5.12942296046955,9.20002104845106,14.3358817518148,10.1407056288131,16.2812927804337,1.3254967567361,0.823064796047056,1.69364745469069,4.7816196010443,4.73910551149001,5.06458812440707,Azerbaijan,AZE
2022-11-01,monthly,statistical_bulletin_2026_01.xlsx,2026-01-01,8.59824022676451,5.09562662879156,9.25458872395358,14.2918884557726,10.1361144151357,16.1954188321822,1.36641120671591,0.888172322001587,1.73009004504336,4.8030369395158,4.77579516779278,4.98271508950072,Azerbaijan,AZE
2022-12-01,monthly,statistical_bulletin_2026_01.xlsx,2026-01-01,8.62129982620106,5.08180518201088,9.30549765386067,14.2078788214865,10.0188596436901,16.1486297762905,1.40085225416074,0.888728969748081,1.78364244299808,4.75962097927568,4.72104731638217,5.0066389348155,Azerbaijan,AZE
2023-01-01,monthly,statistical_bulletin_2026_01.xlsx,2026-01-01,8.60142290528802,5.12484964287372,9.28159493268545,14.1346523663763,9.99340113876221,16.036205532642,1.41441170820335,0.912117931763385,1.78849616834353,4.84803909315805,4.78372221115359,5.26282008087647,Azerbaijan,AZE
2023-02-01,monthly,statistical_bulletin_2026_01.xlsx,2026-01-01,8.61471968285866,5.31848648384398,9.26265990308398,14.2401367857328,9.97579303652063,16.1513143139594,1.42875226708003,0.913127137381199,1.81635160199832,4.81667909478375,4.76860745898025,5.13043776293419,Azerbaijan,AZE
2023-03-01,monthly,statistical_bulletin_2026_01.xlsx,2026-01-01,8.53645881293177,5.14226009178225,9.28424443930863,14.261356666204,9.97757619354491,16.1435324882948,1.50354091535845,1.14381362487024,1.80059369703399,4.81198809403722,4.76327934501693,5.12723512817491,Azerbaijan,AZE
2023-04-01,monthly,statistical_bulletin_2026_01.xlsx,2026-01-01,8.51849155480812,5.09626480554845,9.30216456932887,14.2708311090089,10.06903502752,16.085318808675,1.56562917124798,1.24758789404363,1.83549579079396,4.77668149626737,4.73670352623567,5.04371869518879,Azerbaijan,AZE
2023-05-01,monthly,statistical_bulletin_2026_01.xlsx,2026-01-01,8.50892773847603,5.21347996844188,9.29420958965438,14.2782569264246,10.1268890609635,16.046379536573,1.59550212916288,1.2891433726879,1.85768296977543,4.76892708058257,4.72992487393291,5.02531349203779,Azerbaijan,AZE
2023-06-01,monthly,statistical_bulletin_2026_01.xlsx,2026-01-01,8.44718148082648,5.30550542474568,9.25681371918754,14.3153650938346,10.1128069902258,16.1015688562943,1.63928747580419,1.36460904307526,1.87316177705782,4.8706178673977,4.84718968642274,5.03064338124111,Azerbaijan,AZE
2023-07-01,monthly,statistical_bulletin_2026_01.xlsx,2026-01-01,8.38539599274545,5.43112370170091,9.22462595501863,14.2813789909953,10.1337634247843,16.0603926086347,1.78452736329281,1.67386956893713,1.89121458438928,4.96207182259268,4.94799805026553,5.06739130841065,Azerbaijan,AZE
2023-08-01,monthly,statistical_bulletin_2026_01.xlsx,2026-01-01,8.37735574421753,5.475875020701,9.23722766928313,14.2711393574337,10.1418851842379,15.9850945492067,1.8713594672179,1.83796366819692,1.90408239029563,5.00306726250744,4.97506932744057,5.3010017930096,Azerbaijan,AZE
2023-09-01,monthly,statistical_bulletin_2026_01.xlsx,2026-01-01,8.35630650395797,5.62206208973919,9.252575944363,14.2929304423752,10.1454909744968,15.9872919117171,1.88763669001722,1.85070203255608,1.92465534008427,4.99730242927363,4.97086852114575,5.27827778695376,Azerbaijan,AZE
2023-10-01,monthly,statistical_bulletin_2026_01.xlsx,2026-01-01,8.3271786922668,5.5980697394133,9.26099195401127,14.294579006932,10.1519411979705,15.9838813017565,1.94592975464803,1.9203047535184,1.9718913574263,5.06246895237593,5.051962306796,5.17075246711927,Azerbaijan,AZE
2023-11-01,monthly,statistical_bulletin_2026_01.xlsx,2026-01-01,8.20712452793187,5.62905132799572,9.2071129779424,14.3791481058988,10.1818210521104,16.057802137,1.95537340307257,1.89445520745408,2.01686927392852,5.1287103470581,5.15787364229832,4.78412381512869,Azerbaijan,AZE
2023-12-01,monthly,statistical_bulletin_2026_01.xlsx,2026-01-01,8.2200568020037,5.66269239261758,9.22890460543714,14.3431844663663,10.1707714730976,16.0057870923548,1.97137998982887,1.9077567170628,2.03743163288002,5.15703933584735,5.19039813729987,4.75945668548685,Azerbaijan,AZE
2024-01-01,monthly,statistical_bulletin_2026_01.xlsx,2026-01-01,8.19198245610877,5.63062118348634,9.25506016766297,14.3058276570629,10.1405664301854,16.0031463459401,1.99601877899684,1.92076507904836,2.08088090097808,5.11830784958151,5.15636721507683,4.66974391707669,Azerbaijan,AZE
2024-02-01,monthly,statistical_bulletin_2026_01.xlsx,2026-01-01,8.32990048523609,5.71963620811559,9.28694470233108,14.3842546942286,10.1448574928603,16.0849350367384,2.37708726261341,2.42523143607689,2.31879923803595,5.29772959843694,5.34544307060287,4.6638819740354,Azerbaijan,AZE
2024-03-01,monthly,statistical_bulletin_2026_01.xlsx,2026-01-01,8.39419625266636,5.95281316737901,9.31572051536575,14.3802254025886,10.173816136148,16.0760257613031,2.39673951006936,2.36763176897655,2.43398975243995,5.29041858883669,5.33829410769753,4.64983797902722,Azerbaijan,AZE
2024-04-01,monthly,statistical_bulletin_2026_01.xlsx,2026-01-01,8.38720155902476,6.03077177533824,9.34259325829929,14.3750129087388,10.2292826251088,16.0614868124433,2.47042044567781,2.45858927283514,2.48455122548946,5.31068304368968,5.35705848223079,4.67875814355228,Azerbaijan,AZE
2024-05-01,monthly,statistical_bulletin_2026_01.xlsx,2026-01-01,8.37145396143805,6.15664876416628,9.27853791276783,14.369647925244,10.2772267707513,16.0579226827063,2.49954104776595,2.46810310605967,2.53591733522583,5.32602665432198,5.37999875103164,4.58781106185791,Azerbaijan,AZE
2024-06-01,monthly,statistical_bulletin_2026_01.xlsx,2026-01-01,8.38211992001534,6.17184300657445,9.31466551881415,14.4042373841578,10.3988824863316,16.090758588198,2.5662991466558,2.5373473677777,2.5999832033579,5.33886815083287,5.38909161254044,4.62107837087903,Azerbaijan,AZE
2024-07-01,monthly,statistical_bulletin_2026_01.xlsx,2026-01-01,8.43308557087797,6.36974955330312,9.36320802321375,14.4479388494833,10.4609997629067,16.1368903358507,2.77126893824983,2.88494193158963,2.65354510219149,5.37789751705142,5.45329387618355,4.41278890414325,Azerbaijan,AZE
2024-08-01,monthly,statistical_bulletin_2026_01.xlsx,2026-01-01,8.56491184234482,6.72616263356316,9.36078572779607,14.4782289818258,10.5048450798997,16.1261327467842,2.81975764608566,2.89502316892351,2.73614311429829,5.3964754102389,5.45857364668739,4.58933297757695,Azerbaijan,AZE
2024-09-01,monthly,statistical_bulletin_2026_01.xlsx,2026-01-01,8.59719732404721,6.8170573676071,9.38420647257712,14.5507153747438,10.5319659450409,16.1783741310983,2.87497835815141,2.98610218594357,2.75941741020075,5.45919371133941,5.52414426054343,4.62830500483878,Azerbaijan,AZE
2024-10-01,monthly,statistical_bulletin_2026_01.xlsx,2026-01-01,8.6259474818937,6.78769841300984,9.47098562077684,14.5745293645655,10.5079793315136,16.2542003283515,2.89804265376489,2.98461434938419,2.80806305649301,5.4481907853747,5.50960024001851,4.66771462295981,Azerbaijan,AZE
2024-11-01,monthly,statistical_bulletin_2026_01.xlsx,2026-01-01,8.65215982535375,6.73378757806306,9.53918494483674,14.5798584655357,10.5593578548265,16.2556426862772,2.9158353128102,2.99808414422986,2.83103670241372,5.46919613633398,5.53370915164695,4.62817695779238,Azerbaijan,AZE
2024-12-01,monthly,statistical_bulletin_2026_01.xlsx,2026-01-01,8.68194280376391,6.72092372444942,9.61801778768692,14.639645585513,10.6512500039807,16.3089759964626,2.95278207244682,3.04767459953621,2.85676560514577,5.48152864448695,5.5790144297526,4.3226778323921,Azerbaijan,AZE
2025-01-01,monthly,statistical_bulletin_2026_01.xlsx,2026-01-01,8.75052754856495,6.80076843817462,9.73570513991456,14.6596524289184,10.7133090683676,16.3173674977505,3.00225961145865,3.10221720882067,2.90135219341463,5.56519585803876,5.66521741245771,4.38871515650917,Azerbaijan,AZE
2025-02-01,monthly,statistical_bulletin_2026_01.xlsx,2026-01-01,8.84088528381421,6.82662013671622,9.85643834171588,14.8305993280126,10.811593260649,16.497059955073,3.01996599869792,3.10963081505466,2.92916828092903,5.53878608801136,5.63203454359608,4.40858368027172,Azerbaijan,AZE
2025-03-01,monthly,statistical_bulletin_2026_01.xlsx,2026-01-01,8.87239074054441,6.8845288047823,9.90950561187476,14.810105758931,10.8662808287978,16.4589454110251,3.05218740542267,3.10957196663727,2.9956952279336,5.60193764648388,5.67016799302897,4.69014985338207,Azerbaijan,AZE
2025-04-01,monthly,statistical_bulletin_2026_01.xlsx,2026-01-01,9.04877900969262,7.06734408517237,9.98400402723829,14.8210526016471,10.9338838290984,16.4524328692877,3.06735671015939,3.12887797101978,3.00788301202727,5.64996653989879,5.7250160504887,4.67041599074351,Azerbaijan,AZE
2025-05-01,monthly,statistical_bulletin_2026_01.xlsx,2026-01-01,8.91744825180769,7.18197757560196,10.0821378186867,14.9540733676057,11.0602588951097,16.5643705419213,3.14846972691883,3.22427344000204,3.08039274786649,5.66445061107992,5.73815464394887,4.67331387635373,Azerbaijan,AZE
2025-06-01,monthly,statistical_bulletin_2026_01.xlsx,2026-01-01,8.86772887122429,7.10708227451337,10.2107787969171,15.0398370664333,11.1477713900245,16.667411354241,3.142340182539,3.2054152236816,3.0858576177207,5.66417885909567,5.74353226763703,4.56434825148985,Azerbaijan,AZE
2025-07-01,monthly,statistical_bulletin_2026_01.xlsx,2026-01-01,8.85710932384797,7.09899888079222,10.260162456038,15.0820194606016,11.2384648592906,16.6983565914649,3.16766371761939,3.24237733860385,3.09810677980525,5.71315315743799,5.79090154685761,4.60307181086306,Azerbaijan,AZE
2025-08-01,monthly,statistical_bulletin_2026_01.xlsx,2026-01-01,8.96537028599001,7.20917497680041,10.2978166239191,15.2159721247943,11.3743525504535,16.8012495479621,3.20036690287526,3.26595406073504,3.13870516590516,5.80239798151381,5.8797518697605,4.64830969009553,Azerbaijan,AZE
2025-09-01,monthly,statistical_bulletin_2026_01.xlsx,2026-01-01,9.04779414394063,7.16673078349773,10.2991330840183,15.3058898640158,11.409383593683,16.9024199209764,3.19511182872199,3.24950097227094,3.14319124406733,5.83754844679267,5.92012869849624,4.65143732806436,Azerbaijan,AZE
2025-10-01,monthly,statistical_bulletin_2026_01.xlsx,2026-01-01,9.11742129253428,7.12320175310717,10.3161173956021,15.3111453926541,11.4810343363804,16.9058066407739,3.18973846390369,3.24397837342215,3.13686830285697,5.79836330062262,5.86934727616087,4.74982540897832,Azerbaijan,AZE
2025-11-01,monthly,statistical_bulletin_2026_01.xlsx,2026-01-01,8.999994671747,7.09580330043755,10.2985058389105,15.4206407221876,11.584877060252,17.0135475107446,3.19274626093331,3.2476876882747,3.13991619024812,5.77735478384468,5.84543090848445,4.76555541738819,Azerbaijan,AZE
2025-12-01,monthly,statistical_bulletin_2026_01.xlsx,2026-01-01,8.91168873239836,7.0877406272281,10.2857811720538,15.5787102928919,11.6589788966568,17.2100401927626,3.18236012003337,3.24070858963554,3.12525698763648,5.79575348873892,5.86650919990403,4.73504397086152,Azerbaijan,AZE
2026-01-01,monthly,statistical_bulletin_2026_01.xlsx,2026-01-01,9.44150038555491,7.15093008797834,10.257152581871,15.4444538685239,11.627532518747,17.074783369544,3.17609481425883,3.1890972831373,3.16384369564565,5.80096622949753,5.90050940804435,4.5705295241364,Azerbaijan,AZE
2026-02-01,monthly,statistical_bulletin_2026_01.xlsx,2026-01-01,9.41627210772644,7.16534090811099,10.2222153086087,15.6241054538424,11.8059073004757,17.2163291107542,3.15494401246201,3.16017887618106,3.14992819590725,5.81104145035916,5.9122234858441,4.52179405095452,Azerbaijan,AZE
