period_date,period_type,business_loans_total_mn_azn,large_business_loans_mn_azn,medium_business_loans_mn_azn,small_business_loans_mn_azn,micro_business_loans_mn_azn,country_name,country_iso,real_sector_loans_total_mn_azn,real_sector_overdue_loans_mn_azn,real_sector_overdue_share_pct,trade_and_services_loans_mn_azn,mining_utilities_loans_mn_azn,agriculture_loans_mn_azn,construction_loans_mn_azn,industry_manufacturing_loans_mn_azn,transport_communication_loans_mn_azn,households_loans_mn_azn,real_estate_mortgage_loans_mn_azn,other_sectors_loans_mn_azn,npl_total_mn_azn,npl_business_mn_azn,npl_consumer_mn_azn,npl_mortgage_mn_azn,deposit_avg_rate_azn_pct,deposit_legal_rate_azn_pct,deposit_individual_rate_azn_pct,loan_avg_rate_azn_pct,loan_legal_rate_azn_pct,loan_individual_rate_azn_pct,deposit_avg_rate_fx_pct,deposit_legal_rate_fx_pct,deposit_individual_rate_fx_pct,loan_avg_rate_fx_pct,loan_legal_rate_fx_pct,loan_individual_rate_fx_pct,notices_entered_count,searches_count,source_name,load_timestamp
2022-11-01,monthly,,,,,,Azerbaijan,AZE,,,,,,,,,,,,,798.056956440374,0.0488980349159087,0.03728665030285027,0.015770167686132635,8.59824022676451,5.09562662879156,9.25458872395358,14.2918884557726,10.1361144151357,16.1954188321822,1.36641120671591,0.888172322001587,1.73009004504336,4.8030369395158,4.77579516779278,4.98271508950072,5562.0,2179.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2022-12-01,monthly,,,,,,Azerbaijan,AZE,,,,,,,,,,,,,735.2648361674,0.04673663208712404,0.03213764748694901,0.014408367266789356,8.62129982620106,5.08180518201088,9.30549765386067,14.2078788214865,10.0188596436901,16.1486297762905,1.40085225416074,0.888728969748081,1.78364244299808,4.75962097927568,4.72104731638217,5.0066389348155,7470.0,3762.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2023-01-01,annual,,,,,,Azerbaijan,AZE,23979.12436081,437.84492764,1.8259421030218543,3539.34619125,752.83353827,532.8336517,1133.75252679,1210.89045008,1426.2884051,14006.31972293,3630.819238998,800.8081499800066,,,,,,,,,,,,,,,,,,,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2023-01-01,monthly,,,,,,Azerbaijan,AZE,,,,,,,,,,,,,751.445271844778,0.0472674509330347,0.03334520452881831,0.01494121841298612,8.60142290528802,5.12484964287372,9.28159493268545,14.1346523663763,9.99340113876221,16.036205532642,1.41441170820335,0.912117931763385,1.78849616834353,4.84803909315805,4.78372221115359,5.26282008087647,4083.0,2024.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2023-02-01,monthly,,,,,,Azerbaijan,AZE,,,,,,,,,,,,,742.333706007406,0.04608348923160709,0.03415209128202231,0.013974289736287438,8.61471968285866,5.31848648384398,9.26265990308398,14.2401367857328,9.97579303652063,16.1513143139594,1.42875226708003,0.913127137381199,1.81635160199832,4.81667909478375,4.76860745898025,5.13043776293419,4439.0,1973.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2023-03-01,monthly,,,,,,Azerbaijan,AZE,,,,,,,,,,,,,749.515054627657,0.04612915700532337,0.03331730864574191,0.014537943556006332,8.53645881293177,5.14226009178225,9.28424443930863,14.261356666204,9.97757619354491,16.1435324882948,1.50354091535845,1.14381362487024,1.80059369703399,4.81198809403722,4.76327934501693,5.12723512817491,4284.0,2540.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2023-04-01,monthly,,,,,,Azerbaijan,AZE,,,,,,,,,,,,,770.3336320969,0.04705862760867659,0.033388617297801744,0.01402210840856498,8.51849155480812,5.09626480554845,9.30216456932887,14.2708311090089,10.06903502752,16.085318808675,1.56562917124798,1.24758789404363,1.83549579079396,4.77668149626737,4.73670352623567,5.04371869518879,5176.0,2312.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2023-05-01,monthly,11170.8055462252,4965.0949600451995,2322.2037081,1774.3409387999998,2109.16593928,Azerbaijan,AZE,,,,,,,,,,,,,710.0090410587001,0.04133224858703417,0.033347449709846884,0.01247647776599587,8.50892773847603,5.21347996844188,9.29420958965438,14.2782569264246,10.1268890609635,16.046379536573,1.59550212916288,1.2891433726879,1.85768296977543,4.76892708058257,4.72992487393291,5.02531349203779,5805.0,2286.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2023-06-01,monthly,11650.5031040751,5312.90699351369,2451.67204484,1751.19557355,2134.68767644,Azerbaijan,AZE,,,,,,,,,,,,,730.4014928720719,0.04080917411899324,0.03394198216267967,0.0121288820439852,8.44718148082648,5.30550542474568,9.25681371918754,14.3153650938346,10.1128069902258,16.1015688562943,1.63928747580419,1.36460904307526,1.87316177705782,4.8706178673977,4.84718968642274,5.03064338124111,5997.0,3597.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2023-07-01,monthly,11622.6887628389,5307.997047445,2444.343483936,1662.782720638,2207.5316801900003,Azerbaijan,AZE,,,,,,,,,,,,,738.3827549866,0.041334712103110204,0.03395368798513537,0.012294379017835451,8.38539599274545,5.43112370170091,9.22462595501863,14.2813789909953,10.1337634247843,16.0603926086347,1.78452736329281,1.67386956893713,1.89121458438928,4.96207182259268,4.94799805026553,5.06739130841065,9829.0,8965.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2023-08-01,monthly,11821.7917712836,5311.447272933,2492.80921256,1720.9657457600001,2296.53699877,Azerbaijan,AZE,,,,,,,,,,,,,777.259825679403,0.04339333561980033,0.033995615772457,0.01219578807368999,8.37735574421753,5.475875020701,9.23722766928313,14.2711393574337,10.1418851842379,15.9850945492067,1.8713594672179,1.83796366819692,1.90408239029563,5.00306726250744,4.97506932744057,5.3010017930096,8803.0,3293.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2023-09-01,monthly,12078.6747372461,5412.302128159,2525.857220085,1727.42746092,2413.060191722,Azerbaijan,AZE,,,,,,,,,,,,,770.1549409926,0.04270403959711251,0.03200639107571095,0.0115070352428715,8.35630650395797,5.62206208973919,9.252575944363,14.2929304423752,10.1454909744968,15.9872919117171,1.88763669001722,1.85070203255608,1.92465534008427,4.99730242927363,4.97086852114575,5.27827778695376,7214.0,2302.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2023-10-01,monthly,12246.3869346131,5722.250375627628,2313.99519267199,1681.41051199548,2528.7308543179997,Azerbaijan,AZE,,,,,,,,,,,,,666.6311036300001,0.03484610159031102,0.029956900788338278,0.01087520222463718,8.3271786922668,5.5980697394133,9.26099195401127,14.294579006932,10.1519411979705,15.9838813017565,1.94592975464803,1.9203047535184,1.9718913574263,5.06246895237593,5.051962306796,5.17075246711927,6494.0,2603.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2023-11-01,monthly,12421.2469256614,5890.853875798,2288.76154846,1618.74601574,2622.8723848,Azerbaijan,AZE,,,,,,,,,,,,,662.6868136225,0.03391896207655223,0.029524851575466207,0.010735648007699496,8.20712452793187,5.62905132799572,9.2071129779424,14.3791481058988,10.1818210521104,16.057802137,1.95537340307257,1.89445520745408,2.01686927392852,5.1287103470581,5.15787364229832,4.78412381512869,15525.0,2521.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2023-12-01,monthly,12616.7871148364,6251.7,2149.65,1585.5,2629.9,Azerbaijan,AZE,,,,,,,,,,,,,614.2149087573,0.02995920027758203,0.028367610466870478,0.01086748133692253,8.2200568020037,5.66269239261758,9.22890460543714,14.3431844663663,10.1707714730976,16.0057870923548,1.97137998982887,1.9077567170628,2.03743163288002,5.15703933584735,5.19039813729987,4.75945668548685,12936.0,3252.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2024-01-01,annual,,,,,,Azerbaijan,AZE,29288.22732768,449.13973557,1.5335162847002446,4152.0145247,774.73987065,586.86496828,1858.36362631,1597.79041755,1859.89845321,17030.99894771,4273.026215005,790.6081376800018,,,,,,,,,,,,,,,,,,,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2024-01-01,monthly,12912.9167529946,6849.818964169999,1884.59871333,1546.3247116799998,2632.1747660300002,Azerbaijan,AZE,,,,,,,,,,,,,645.3585808577,0.031090460130000955,0.029215288712304364,0.010739463280168669,8.19198245610877,5.63062118348634,9.25506016766297,14.3058276570629,10.1405664301854,16.0031463459401,1.99601877899684,1.92076507904836,2.08088090097808,5.11830784958151,5.15636721507683,4.66974391707669,7287.0,3130.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2024-02-01,monthly,13063.7357667661,7094.281928279999,1794.60333446,1501.4793211699998,2673.31503999,Azerbaijan,AZE,,,,,,,,,,,,,672.807544765459,0.03310550123719045,0.02944454187221513,0.01069072025200547,8.32990048523609,5.71963620811559,9.28694470233108,14.3842546942286,10.1448574928603,16.0849350367384,2.37708726261341,2.42523143607689,2.31879923803595,5.29772959843694,5.34544307060287,4.6638819740354,7925.0,2956.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2024-03-01,monthly,13201.5398289959,7341.583046845,1716.8464312896801,1464.15720611584,2678.944209418,Azerbaijan,AZE,,,,,,,,,,,,,660.20954244928,0.03161738952438149,0.028540206058409224,0.010369136829743763,8.39419625266636,5.95281316737901,9.31572051536575,14.3802254025886,10.173816136148,16.0760257613031,2.39673951006936,2.36763176897655,2.43398975243995,5.29041858883669,5.33829410769753,4.64983797902722,7620.0,2597.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2024-04-01,monthly,13476.3615803586,7673.186493630001,1608.04953559,1433.95396787,2761.15206531,Azerbaijan,AZE,,,,,,,,,,,,,671.2165838189,0.030380698674760953,0.03027540189367263,0.010405472550139478,8.38720155902476,6.03077177533824,9.34259325829929,14.3750129087388,10.2292826251088,16.0614868124433,2.47042044567781,2.45858927283514,2.48455122548946,5.31068304368968,5.35705848223079,4.67875814355228,9550.0,3338.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2024-05-01,monthly,13784.7291126028,7927.83491436,1676.02115299,1449.69779284,2731.17617083,Azerbaijan,AZE,,,,,,,,,,,,,690.3040973731,0.030164815920092247,0.031155149642843095,0.010645179728920276,8.37145396143805,6.15664876416628,9.27853791276783,14.369647925244,10.2772267707513,16.0579226827063,2.49954104776595,2.46810310605967,2.53591733522583,5.32602665432198,5.37999875103164,4.58781106185791,11549.0,3480.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2024-06-01,monthly,13874.8209794241,7965.023061364,1717.86073813938,1448.55691510564,2743.28169092,Azerbaijan,AZE,,,,,,,,,,,,,672.8145148095,0.029283625000822495,0.029650733546924022,0.010242884231363941,8.38211992001534,6.17184300657445,9.31466551881415,14.4042373841578,10.3988824863316,16.090758588198,2.5662991466558,2.5373473677777,2.5999832033579,5.33886815083287,5.38909161254044,4.62107837087903,8340.0,4222.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2024-07-01,monthly,13910.0901510551,7886.1,1735.7,1515.9,2772.4,Azerbaijan,AZE,,,,,,,,,,,,,687.7023791372,0.029479423989131823,0.030836580906672923,0.009501370153391949,8.43308557087797,6.36974955330312,9.36320802321375,14.4479388494833,10.4609997629067,16.1368903358507,2.77126893824983,2.88494193158963,2.65354510219149,5.37789751705142,5.45329387618355,4.41278890414325,14123.0,4003.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2024-08-01,monthly,13999.8433346194,7848.0266938760005,1747.37384272139,1522.3283732300001,2882.11388993,Azerbaijan,AZE,,,,,,,,,,,,,706.62908687468,0.02977632720954537,0.031768514170454495,0.008857822986203629,8.56491184234482,6.72616263356316,9.36078572779607,14.4782289818258,10.5048450798997,16.1261327467842,2.81975764608566,2.89502316892351,2.73614311429829,5.3964754102389,5.45857364668739,4.58933297757695,14522.0,4309.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2024-09-01,monthly,14407.8515522007,8133.803874339999,1750.22874236,1571.90756401,2951.9114658,Azerbaijan,AZE,,,,,,,,,,,,,707.32870994778,0.029692612485353896,0.029889103302093177,0.00864646814757191,8.59719732404721,6.8170573676071,9.38420647257712,14.5507153747438,10.5319659450409,16.1783741310983,2.87497835815141,2.98610218594357,2.75941741020075,5.45919371133941,5.52414426054343,4.62830500483878,13669.0,3686.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2024-10-01,monthly,14628.1487400218,8236.3,1795.1,1572.6,3024.1,Azerbaijan,AZE,,,,,,,,,,,,,703.256118778928,0.028211764967969895,0.03093063853280149,0.008272139164380212,8.6259474818937,6.78769841300984,9.47098562077684,14.5745293645655,10.5079793315136,16.2542003283515,2.89804265376489,2.98461434938419,2.80806305649301,5.4481907853747,5.50960024001851,4.66771462295981,16807.0,3245.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2024-11-01,monthly,14746.6828072006,8290.918884299661,1829.82803018291,1535.6748802167701,3090.2659858479997,Azerbaijan,AZE,,,,,,,,,,,,,714.898534914052,0.028200932391352292,0.03226994890129216,0.008443255323279582,8.65215982535375,6.73378757806306,9.53918494483674,14.5798584655357,10.5593578548265,16.2556426862772,2.9158353128102,2.99808414422986,2.83103670241372,5.46919613633398,5.53370915164695,4.62817695779238,14764.0,3582.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2024-12-01,monthly,14787.1851946734,8297.33309396102,1834.0254177429101,1548.56800767147,3107.258675298,Azerbaijan,AZE,,,,,,,,,,,,,655.092674620092,0.025345544572066735,0.029165986257746097,0.008007899051264885,8.68194280376391,6.72092372444942,9.61801778768692,14.639645585513,10.6512500039807,16.3089759964626,2.95278207244682,3.04767459953621,2.85676560514577,5.48152864448695,5.5790144297526,4.3226778323921,20846.0,10786.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2025-01-01,annual,,,,,,Azerbaijan,AZE,31946.74079942,524.52293808,1.641866822575913,4413.2730642,684.11012719,593.21587833,1866.04719571,1691.94036167,2198.52713579,19052.89925689,4684.602275602,663.0672285899999,,,,,,,,,,,,,,,,,,,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2025-01-01,monthly,14709.9177021613,8255.68080449788,1865.41596229382,1540.2814087916,3048.539526578,Azerbaijan,AZE,,,,,,,,,,,,,690.630794054872,0.026474366456501724,0.031246942512784617,0.007989764885118551,8.75052754856495,6.80076843817462,9.73570513991456,14.6596524289184,10.7133090683676,16.3173674977505,3.00225961145865,3.10221720882067,2.90135219341463,5.56519585803876,5.66521741245771,4.38871515650917,14488.0,4874.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2025-02-01,monthly,14776.9784619727,8332.2253395448,1947.85861000532,1488.91378583288,3007.978940368,Azerbaijan,AZE,,,,,,,,,,,,,698.550947048066,0.025881745098039692,0.0330208651316283,0.007952146211205836,8.84088528381421,6.82662013671622,9.85643834171588,14.8305993280126,10.811593260649,16.497059955073,3.01996599869792,3.10963081505466,2.92916828092903,5.53878608801136,5.63203454359608,4.40858368027172,15055.0,4024.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2025-03-01,monthly,14935.0383741286,8361.19527682948,1970.20813049601,1531.4205376850098,3072.212841388,Azerbaijan,AZE,,,,,,,,,,,,,709.908961116714,0.02619401941086914,0.032959521580074605,0.008097181485422331,8.87239074054441,6.8845288047823,9.90950561187476,14.810105758931,10.8662808287978,16.4589454110251,3.05218740542267,3.10957196663727,2.9956952279336,5.60193764648388,5.67016799302897,4.69014985338207,11049.0,2693.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2025-04-01,monthly,14952.6763686257,8399.10816580209,1903.9794158640002,1516.03310230641,3133.55536545467,Azerbaijan,AZE,,,,,,,,,,,,,734.106470751084,0.026279897340687006,0.035029349475626345,0.00789938582488162,9.04877900969262,7.06734408517237,9.98400402723829,14.8210526016471,10.9338838290984,16.4524328692877,3.06735671015939,3.12887797101978,3.00788301202727,5.64996653989879,5.7250160504887,4.67041599074351,17923.0,5952.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2025-05-01,monthly,15099.9752762721,8486.53333981652,1919.215146364,1504.6650339011999,3189.56169062828,Azerbaijan,AZE,,,,,,,,,,,,,776.394574629036,0.027864649809140392,0.035985346016887916,0.008177769966534536,8.91744825180769,7.18197757560196,10.0821378186867,14.9540733676057,11.0602588951097,16.5643705419213,3.14846972691883,3.22427344000204,3.08039274786649,5.66445061107992,5.73815464394887,4.67331387635373,15633.0,3621.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2025-06-01,monthly,15143.678,8507.88836554808,1930.59557334364,1503.19999755712,3201.9944128800003,Azerbaijan,AZE,,,,,,,,,,,,,787.023606217644,0.028448957826569466,0.0360734254729259,0.007947895539495828,8.86772887122429,7.10708227451337,10.2107787969171,15.0398370664333,11.1477713900245,16.667411354241,3.142340182539,3.2054152236816,3.0858576177207,5.66417885909567,5.74353226763703,4.56434825148985,11665.0,3330.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2025-07-01,monthly,15055.804,8221.41917081016,2017.78498122,1528.9598928799999,3287.64003413,Azerbaijan,AZE,,,,,,,,,,,,,791.8726391665,0.029685026857107905,0.03461847926849115,0.007499416885220485,8.85710932384797,7.09899888079222,10.260162456038,15.0820194606016,11.2384648592906,16.6983565914649,3.16766371761939,3.24237733860385,3.09810677980525,5.71315315743799,5.79090154685761,4.60307181086306,15269.0,3879.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2025-08-01,monthly,15091.8031698048,8034.668725971,2137.11947829,1573.50426111,3346.50964354,Azerbaijan,AZE,,,,,,,,,,,,,791.20507881074,0.02977631106003964,0.0340335038199371,0.007030738208411078,8.96537028599001,7.20917497680041,10.2978166239191,15.2159721247943,11.3743525504535,16.8012495479621,3.20036690287526,3.26595406073504,3.13870516590516,5.80239798151381,5.8797518697605,4.64830969009553,14756.0,3176.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2025-09-01,monthly,15544.5605541035,8256.41000640998,2250.1698522700003,1619.86559446,3418.11450493,Azerbaijan,AZE,,,,,,,,,,,,,797.6176827883,0.029003792671706174,0.0342162296411492,0.007154635819880655,9.04779414394063,7.16673078349773,10.2991330840183,15.3058898640158,11.409383593683,16.9024199209764,3.19511182872199,3.24950097227094,3.14319124406733,5.83754844679267,5.92012869849624,4.65143732806436,16958.0,3882.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2025-10-01,monthly,15623.4322780912,8285.54781367704,2266.05196202,1629.38674647,3442.44486783,Azerbaijan,AZE,,,,,,,,,,,,,805.25845640246,0.028635658751142212,0.0352850147398569,0.007059260081432944,9.11742129253428,7.12320175310717,10.3161173956021,15.3111453926541,11.4810343363804,16.9058066407739,3.18973846390369,3.24397837342215,3.13686830285697,5.79836330062262,5.86934727616087,4.74982540897832,19179.0,4319.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2025-11-01,monthly,15804.7851066378,8363.7801377052,2279.1867448681,1642.0055782951001,3519.8130831736,Azerbaijan,AZE,,,,,,,,,,,,,817.973418711,0.02833039683006816,0.036382364776165715,0.006834102947456899,8.999994671747,7.09580330043755,10.2985058389105,15.4206407221876,11.584877060252,17.0135475107446,3.19274626093331,3.2476876882747,3.13991619024812,5.77735478384468,5.84543090848445,4.76555541738819,16619.0,38316.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2025-12-01,monthly,16106.290412772,8550.21,2289.038,1706.94,3560.102,Azerbaijan,AZE,,,,,,,,,,,,,762.568024455882,0.026625398793873753,0.03256281713425748,0.0063293918738535696,8.91168873239836,7.0877406272281,10.2857811720538,15.5787102928919,11.6589788966568,17.2100401927626,3.18236012003337,3.24070858963554,3.12525698763648,5.79575348873892,5.86650919990403,4.73504397086152,20281.0,175284.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2026-01-01,annual,,,,,,Azerbaijan,AZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2026-01-01,monthly,15948.85550383,8346.98145357784,2245.5906861931203,1695.2151159520402,3661.068248107,Azerbaijan,AZE,,,,,,,,,,,,,793.995461241192,0.02890955127355525,0.03223782872966525,0.006307981149767876,9.44150038555491,7.15093008797834,10.257152581871,15.4444538685239,11.627532518747,17.074783369544,3.17609481425883,3.1890972831373,3.16384369564565,5.80096622949753,5.90050940804435,4.5705295241364,16819.0,3540722.0,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
2026-02-01,monthly,,,,,,Azerbaijan,AZE,,,,,,,,,,,,,,,,,9.41627210772644,7.16534090811099,10.2222153086087,15.6241054538424,11.8059073004757,17.2163291107542,3.15494401246201,3.16017887618106,3.14992819590725,5.81104145035916,5.9122234858441,4.52179405095452,,,Azerbaijan credit access and stability gold mart,2026-03-23 03:24:28.309385+00:00
